summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220789119,2016-05-31 00:00:00,"At 4:45 p.m. on May 4, 2017, an employee was locating an underground gas line. The employee may have been electrocuted when struck by an electrical power cable that was swinging due to heavy winds from bad weather. ",EMPLOYEE IS EJECTED FROM A STANDUP TRUCK AND FRACTURES RIBS,"PINNED,LEG,AMPUTATION,POWERED INDUSTRIAL VEHICLE,STRUCK AGAINST",H,Other building,4,3,B,"$50,000 to $250,000",A,New project or new addition,Fatal,5,Electrocution,20,Back,10,Ingestion,7.358797870392189,Overhead Moving/Falling Object Action,19,Insufficient/Lack/Housekeeping Program,1,Regularly Assigned,8330,18,0
220937015,2016-12-07 00:00:00,"At 9:06 a.m. on January 23, 2017, an employee was removing light strands from several palm trees.  The employee came into contact with a live circuit and received second and third degree burns.  The employee was hospitalized and treated for his injuries. ",EMPLOYEE'S FINGER IS AMPUTATED WHEN CAUGHT BY MACHINE BROACH,"PINNED,UNSTABLE SOIL,FLOWING MATERIAL,MUD SLIDE,EXCAVATOR,CAUGHT IN",F,Power plant,40,16,0, ,A,New project or new addition,Fatal,2,Head Trauma,15,Multiple,1,Fall (from elevation),6.450858845451304,Shear Point Action,11,Position Inappropriate For Task,2,Not Regularly Assigned,560,26,0
220913370,2017-04-30 00:00:00,"At 8:15 a.m. on November 24, 2015, an employee was changing the tire on forklift.  As the employee was switching out the hydraulic jack, the load shifted causing the supporting jack stand to fold and bend.  The forklift fell onto the employee.  The employee suffered a severe head laceration and his chest was crushed. was under the forklift. ",EMPLOYEE IS ELECTROCUTED BY HIGH VOLTAGE POWER LINE,"PIPE,ARM,CONSTRUCTION,EXCAVATOR,POWER LINES,INSTALLING,FRACTURE,ELECTRIC ARC,BURN,WRIST",K,"Tower, tank, storage ,elevator",76,14,F,"$5,000,000 to $10,000,000",E,Other,Fatal,7,"Fracture, Broken Bones",31,Neck,10,Rubbed/abraded,17.69485102300074,Radiation Condition,6,Equipment Inappropriate For Operation,1,Regularly Assigned,1340,27,0
220957492,2016-02-29 00:00:00,"At approximately 1:00 p.m. on February 21, 2017, Employee #1 was fixing a leaking hydraulic cylinder on a Hyster forklift.  The forklift shifted and struck Employee #1 fracturing his neck, collarbone, shoulder, arm, and ribs. Employee #1 was hospitalized. ",EMPLOYEE FRACTURES PELVIS WHEN STRUCK BY PALLET JACK,"HEART ATTACK,LACQUER",H,Other building,16,11,D,"$500,000 to $1,000,000",B,Alteration or rehabilitation,Fatal,2,Fire Burn,19,Lungs (Puncture),0,Ingestion,11.205463504944596,Gas/Vapor/Mist/Fume/Smoke/Dust,12,Insufficient/Lack/Housekeeping Program,2,Not Regularly Assigned,337,23,0
220922439,2015-12-28 00:00:00,"At approximately 1:45 p.m. on February 23, 2017, Employee #1 was using his right index finger to press an air valve on a shaft to let air out.  When air was released, the roll moved on the shaft and his fingertip was caught between the indentation on the shaft and the roll core.  Employee #1's finger was pinched, amputating his fingertip.  Employee #1 was hospitalized. ",EMPLOYEE RECEIVERS FINGER AMPUTATION FROM BATCH MIXER BLADES,"FALL,FLATBED TRUCK,LADDER,HEAD",L,"Shoreline development, dam, reservoir",16,14,G,"$10,000,000 to $20,000,000",E,Other,Nonfatal,18,Puncture,3,Forearm,0,Absorption,11.179900784937086,"Weather, Earthquake, Etc.",10,Mater-Handling Procedure Inappropriate,1,Regularly Assigned,1480,3,0
220845184,2016-01-11 00:00:00,"At 1:34 a.m. on December 8, 2015, an employee was repairing engine on Mustang model 201515 skid loader.  The employee was struck across the back of their head and neck when the boom arm collapsed.  The employee was killed. ",WORKER'S HAND IS CAUGHT IN BENDING MACHINE AND AMPUTATES TWO,"STRUCK BY,CRUSHED,GARBAGE TRUCK,RUN OVER,TRUCK",A,Single family or duplex dwelling,0, ,A,"Under $50,000",0, ,Fatal,5,Fire Burn,9,Left Leg,2,Other,2.4794804733751517,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,D150,15,0
220929780,2016-06-10 00:00:00,"At 8:30 a.m. on March 28, 2017, an employee was cutting a piece of dura block rubber with a chop saw.  The employee was removing a piece from the saw blade and accidentally turned the saw on.  The employee caught their finger with the blade and lacerated it. ",EMPLOYEE IS STRUCK AND KILLED BY A GARBAGE TRUCK,"ACCIDENTAL DISCHARGE,AIR PRESSURE,PRESSURE PIPING,HEAT",L,"Shoreline development, dam, reservoir",16,73,E,"$1,000,000 to $5,000,000",D,Demolition,Fatal,2,Fire Burn,13,Whole Body,4,Fall (same level),5.076452348933561,Flying Object Action,15,Malfunction Neuromuscular System,2,Not Regularly Assigned,2037,12,0
220855852,2015-08-08 00:00:00,"At 3:45 p.m. on February 9, 2017, an employee was using a drill press. During operation of the equipment, one of the employee's gloves became caught in the press, causing the drill bit to contact his hand.  The employee was hospitalized and received treatment for injuries to his hand. ",EMPLOYEE FALLS FROM LADDER AND FRACTURES WRIST,"FRACTURE,LEG,POWERED INDUSTRIAL VEHICLE",E,Refinery,8,11,F,"$5,000,000 to $10,000,000",E,Other,Fatal,4,Puncture,27,Wrist,1,Other,3.972864133423667,Catch Point/Puncture Action,18,Equipment Inappropriate For Operation,2,Not Regularly Assigned,5,8,0
220873699,2016-12-06 00:00:00,"At 3:00 p.m. on March 2, 2017, Employee #1, employed by a glass products manufacturer, was working along the production line.  She was assisting with the production of insulation by monitoring the product as it went down the production line.  Paper from the product became wrapped around the rollers. Employee #1 reached into the rollers in an attempt to remove the paper.  Her arm became caught and pinched between a roller and the conveyor.  Emergency services were called, and Employee #1 was transported to the hospital.  She was admitted and treated for a soft tissue injury and swelling of her left arm. ",EMPLOYEE IS SEVERELY INJURED IN FALL WHILE TRIMMING TREES,"STRUCK BY,ROOF COLLAPSE,ROOF,FALLING OBJECT,CRUSHED,DEMOLITION,BUILDING",F,Power plant,16,13,A,"Under $50,000",C,Maintenance or repair,Fatal,6,"Fracture, Broken Bones",31,Whole Body,13,Shock,6.913536669008808,Catch Point/Puncture Action,20,Position Inappropriate For Task,1,Regularly Assigned,0,17,0
220876494,2015-08-20 00:00:00,"At 9:45 a.m. on September 13, 2016, an employee was rigging steel I-beam to forklift. The forklift backed up, then moved forward and ran over the employee. The employee was killed from crushing injuries to the lower extremities. ",EMPLOYEE SUSTAINS FRACTURES TO HIS ARM AND WRIST IN ROTATING,"PPE,INATTENTION,LACERATION,GLOVE,SHEAR,STRUCK AGAINST,FINGER",P,Other heavy construction,4,1,B,"$50,000 to $250,000",D,Demolition,Fatal,16,Fall from Elevation,5,Lungs (Puncture),10,Rep. Motion/pressure,17.579353500231708,Sound Level,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,337,2,0
220928048,2016-04-02 00:00:00,"At 5:30 p.m. on March 10, 2017, an employee walking on a level surface was exiting a custodial closet. The employee slipped and fell (fall from same level).  It had been raining, and the concrete was wet and slippery. He sustained a broken femur. ","EMPLOYEE SUFFERS HEATSTROKE, FALLS, AND IS KILLED","ASPHYXIATED,OIL WELL SERVICING,OIL WELL DRILLING/SERVICING",G,Sewer/water treatment plant,8,9,B,"$50,000 to $250,000",B,Alteration or rehabilitation,Nonfatal,10,Eye injury,0,Elbow,6,Struck against,10.740978377808913,Flammable Liquid/Solid Exposure,10,Position Inappropriate For Task,2,Not Regularly Assigned,L130,3,0
220855001,2016-01-21 00:00:00,"At 5:30 a.m. on August 25, 2016, an employee moved a (5 inch wide by 10 foot long) hose, while pumping concrete, and after striking a vertical piece of angle iron. The damaged, pump boom's holding valve assembly completely, lost hydraulic power, collapsed, fell, and then broke the employee's lower leg and ankle. ","EMPLOYEE TRIPS, STRIKES LOADER FORK, AND LOSES EYE","CRANE,ELECTRICAL,ELECTROCUTED,EXCAVATION",A,Single family or duplex dwelling,12,139,E,"$1,000,000 to $5,000,000",A,New project or new addition,Fatal,12,Serious Fall/Strike,28,Hip,4,Shock,1.5597105099095239,Other,6,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,10,0
220781322,2016-08-26 00:00:00,"At 4:45 p.m. on September 29, 2016, an employee was attempting to back out a Caterpillar wheeled excavator out from a maintenance garage bay when he apparently caught his head between the stationary garage overhead door structure and the wheeled excavator he was operating. Preliminary witness statements indicate that it appears the employee was attempting to stop an outside mirror from striking the garage bay door when the vehicle continued to move to the exterior, pinning him between the garage bay door structure and the cab of the excavator. The employee was killed from massive head trauma. ",EMPLOYEE CATCHES HAND IN AUGER AND  AMPUTATES TWO FINGERS,"FAINTED,FOOD PREPARATION",J,Bridge,9,40,F,"$5,000,000 to $10,000,000",C,Maintenance or repair,Fatal,10,Head Trauma,20,Shoulder,3,Bite/sting/scratch,1.597630226758289,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,1430,19,0
220962054,2017-02-26 00:00:00,"At 5:30 p.m. on January 14, 2016, an employee who was a lineman was hanging fuses and barrels onto an electrical cutout. The employee contacted a live electrical line and sustained an electrical shock that killed him. ",EMPLOYEE IS KILLED WHEN CAUGHT BETWEEN SEMI-TRUCK AND SHIPPI,"AIR CONDITIONER,ELECTROCUTED,ATTIC,CONDUIT,ELECTRICAL",C,Commercial building,46,40,D,"$500,000 to $1,000,000",A,New project or new addition,Fatal,12,Laceration,14,Shoulder,14,Struck against,0.5102728862006769,Materials Handling Equip./Method,6,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,1430,23,0
220860084,2015-11-06 00:00:00,"At 11:32 a.m. on January 17, 2017, Employee #1 and Coworker #1, employed by a construction contractor, were engaged in installing a pipe in an excavation. Employee #1 was holding onto a 6-inch by 20-foot pump suction hose, which was attached by a chain sling to the bucket of a Case excavator Coworker #1 was operating.  As Coworker #1 maneuvered the excavator bucket to move the hose, the bucket came within 4 feet of an energized 13,500 volt power line.  An electric arc traveled from the power line to the excavator bucket and down to the suction hose Employee #1 was holding.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a second degree electrical burn on his right arm and a fractured wrist. ",EMPLOYEE IS KILLED IN FALL FROM ATTIC STAIRWELL LADDER,"SLIP,FALL,FALL PROTECTION,ROOF",M,Pipeline,40,7,0, ,A,New project or new addition,Nonfatal,16,Freezer burn,1,Abdomen,2,Shock,17.741025287147178,Radiation Condition,17,Insufficient /Lack/Engineering Controls,1,Regularly Assigned,337,28,0
220944433,2016-01-28 00:00:00,"At 2:30 p.m. on February 9, 2017, an employee was setting gopher traps at a vineyard. While driving a golf cart down a row of grape vines, he exited the vehicle for an unknown reason while it was still moving.  He was crushed and killed by the moving vehicle. by the moving vehicle.",EMPLOYEE IS CRUSHED AND KILLED BY FALLING BOXES,"STRUCK BY,HEAD,FLYING OBJECT,BLOWOUT--TIRE,ACCIDENTAL DISCHARGE,AIR PRESSURE",E,Refinery,12,14,G,"$10,000,000 to $20,000,000",E,Other,Nonfatal,9,Puncture,8,Right Eye,8,Struck against,17.58867450555426,Radiation Condition,6,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,8870,12,0
220846000,2016-01-26 00:00:00,"At approximately 8:00 p.m. on February 24, 2017, Employee #1 was oiling dies and placed his finger in between the dies to oil them in between the cycle of parts.  A coworker cycled the machine and Employee #1's finger was caught in between the dies.  Employee #1's finger was amputated but he was not hospitalized. ","EMPLOYEE SLIPS, FALLS AND FRACTURES RIBS","STRUCK BY,CONSTRUCTION VEHICLE,POWERED INDUSTRIAL VEHICLE",K,"Tower, tank, storage ,elevator",46,21,G,"$10,000,000 to $20,000,000",E,Other,Fatal,12,Serious Fall/Strike,29,Face,11,Bite/sting/scratch,13.368979921021445,Overpressure/Underpressure,6,Insufficient /Lack/Engineering Controls,1,Regularly Assigned,8870,9,0
220903694,2016-07-25 00:00:00,"At 10:30 a.m. on April 18, 2017, an employee was tightening up u-bolts on the top of a tanker truck.  The employee fell from the truck and was killed when his head struck the concrete floor, fracturing his skull. ",EMPLOYEE FALLS FROM ROOF WHILE SPREADING METAL DECKING SHEET,"PINNED,CRUSHED,GARBAGE TRUCK,CAUGHT BETWEEN",C,Commercial building,73,76,A,"Under $50,000",A,New project or new addition,Fatal,12,Serious Fall/Strike,18,Hip,11,Rubbed/abraded,13.984723079103938,Overpressure/Underpressure,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,8400,19,0
220940324,2017-03-31 00:00:00,"At 9:00 a.m. on November 30, 2015, an employee and a coworker were working on a farm.  The employee was pushing Feterl 8' x 60' grain auger by hand in an upright configuration while holding onto the wire cage guard at the receiving end (lowest to the ground). The coworker was positioned approximately 2' forward of employee, closer to the raised end and was assisting with pushing the auger.  It was raining at the time and both were standing on the wet ground. The coworker was wearing a pair of rubber boots and the employee was wearing a pair of brown, leather work boots.  The auger made contact with a 13,200 volt power lines and became energized. The coworker was thrown approximately 5-6 feet away and survived.  The employee was electrocuted. ",EMPLOYEE FALLS FROM TREE AND LATER DIES,"STRUCK BY,TREE FELLING,FALLING OBJECT,TREE",A,Single family or duplex dwelling,2,2,E,"$1,000,000 to $5,000,000",0, ,Nonfatal,5,"Asphyxiation, Drowning",2,Multiple,3,Rubbed/abraded,14.196654497800875,Flammable Liquid/Solid Exposure,16,Insufficient /Lack/Expose/Biological Monitoring.,2,Not Regularly Assigned,1460,15,0
220948616,2015-08-20 00:00:00,"At 12:30 p.m. on January 30, 2017, an employee was repairing the head switch of the primary motor control center at an oil pumping site. The oil pump motor control center and the saltwater motor control center were not labeled as to what circuits were either controlled by them and/or passed through them. The motor control center was secured in anticipation of replacing the head switch. The employee opened a nearby junction box to perform the initial disconnection of wiring to the switch. The employee came into contact with a 480 volt unused circuit that passed through the motor control center. This 480 volt circuit was not de-energized by the cutout used to secure the motor control center and the employee did not test the circuits within the junction box to ensure they were all de-energized and sustained extensive electrical burns to the right hand and less serious burns to the left. ",EMPLOYEE FALLS FROM ROOF INTO DUMPSTER AND FRACTURES HIP,"CONCUSSION,FALL PROTECTION,HEAD,ROOF,FALL",I,"Highway, road, street",1,1,F,"$5,000,000 to $10,000,000",A,New project or new addition,Nonfatal,11,Chemical Burn,2,Multiple,8,Rubbed/abraded,12.097929674015965,Overpressure/Underpressure,6,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,8330,9,0
